onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
21.03515625	0	stim-thr	10	21540	n/a	n/a	2.5	1.2846	n/a	n/a
23.3447265625	0	stim-thr	10	23905	n/a	n/a	2.48	0.44253	n/a	n/a
27.7197265625	0	stim-thr	10	28385	n/a	n/a	2.46	1.6741	n/a	n/a
31.11328125	0	stim-thr	10	31860	n/a	n/a	2.44	1.9422	n/a	n/a
33.9970703125	0	stim-thr	10	34813	n/a	n/a	2.42	1.6927	n/a	n/a
36.4873046875	0	stim-thr	10	37363	n/a	n/a	2.4	1.012	n/a	n/a
39.1943359375	0	stim-thr	10	40135	n/a	n/a	2.38	0.55775	n/a	n/a
43.2626953125	0	stim-thr	10	44301	n/a	n/a	2.36	1.4932	n/a	n/a
45.3759765625	0	stim-thr	10	46465	n/a	n/a	2.34	0.47386	n/a	n/a
49.9765625	0	stim-thr	10	51176	n/a	n/a	2.32	1.9147	n/a	n/a
52.4609375	0	stim-thr	10	53720	n/a	n/a	2.3	1.2405	n/a	n/a
55.59765625	0	stim-thr	10	56932	n/a	n/a	2.28	1.2005	n/a	n/a
57.880859375	0	stim-thr	10	59270	n/a	n/a	2.26	0.34521	n/a	n/a
60.869140625	0	stim-thr	10	62330	n/a	n/a	2.24	0.18069	n/a	n/a
64.34765625	0	stim-thr	10	65892	n/a	n/a	2.22	0.51052	n/a	n/a
68.7041015625	0	stim-thr	10	70353	n/a	n/a	2.2	1.7171	n/a	n/a
71.9501953125	0	stim-thr	10	73677	n/a	n/a	2.18	1.8221	n/a	n/a
74.6533203125	0	stim-thr	10	76445	n/a	n/a	2.16	1.3993	n/a	n/a
77.8359375	0	stim-thr	10	79704	n/a	n/a	2.14	1.4504	n/a	n/a
79.9794921875	0	stim-thr	10	81899	n/a	n/a	2.12	0.45977	n/a	n/a
83.8212890625	0	stim-thr	10	85833	n/a	n/a	2.1	1.1521	n/a	n/a
87.4228515625	0	stim-thr	10	89521	n/a	n/a	2.08	1.6213	n/a	n/a
89.744140625	0	stim-thr	10	91898	n/a	n/a	2.06	0.80769	n/a	n/a
94.05078125	0	stim-thr	10	96308	n/a	n/a	2.04	1.9769	n/a	n/a
95.4150390625	0	stim-thr	10	97705	n/a	n/a	2.02	0.18	n/a	n/a
99.0302734375	0	stim-thr	10	101407	n/a	n/a	2	0.64188	n/a	n/a
102.5419921875	0	stim-thr	10	105003	n/a	n/a	1.98	1.0228	n/a	n/a
104.7919921875	0	stim-thr	10	107307	n/a	n/a	1.96	0.12121	n/a	n/a
109.25390625	0	stim-thr	10	111876	n/a	n/a	1.94	1.4514	n/a	n/a
112.06640625	0	stim-thr	10	114756	n/a	n/a	1.92	1.1131	n/a	n/a
115.1533203125	0	stim-thr	10	117917	n/a	n/a	1.9	1.0587	n/a	n/a
118.896484375	0	stim-thr	10	121750	n/a	n/a	1.88	1.66	n/a	n/a
122.0888671875	0	stim-thr	10	125019	n/a	n/a	1.86	1.7175	n/a	n/a
125.08203125	0	stim-thr	10	128084	n/a	n/a	1.84	1.5781	n/a	n/a
127.2744140625	0	stim-thr	10	130329	n/a	n/a	1.82	0.63567	n/a	n/a
130.673828125	0	stim-thr	10	133810	n/a	n/a	1.8	0.90441	n/a	n/a
134.4384765625	0	stim-thr	10	137665	n/a	n/a	1.78	1.5045	n/a	n/a
136.287109375	0	stim-thr	10	139558	n/a	n/a	1.76	0.21972	n/a	n/a
139.4384765625	0	stim-thr	10	142785	n/a	n/a	1.74	0.21948	n/a	n/a
142.8916015625	0	stim-thr	10	146321	n/a	n/a	1.72	0.53977	n/a	n/a
146.55078125	0	stim-thr	10	150068	n/a	n/a	1.7	1.0493	n/a	n/a
150.5791015625	0	stim-thr	10	154193	n/a	n/a	1.68	1.9453	n/a	n/a
