onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
29.0400390625	0	stim-thr	10	29737	n/a	n/a	0.1	1.4881	n/a	n/a
31.7177734375	0	stim-thr	10	32479	n/a	n/a	0.12	1	n/a	n/a
34.8193359375	0	stim-thr	10	35655	n/a	n/a	0.14	0.95984	n/a	n/a
38.8037109375	0	stim-thr	10	39735	n/a	n/a	0.16	1.8094	n/a	n/a
41.345703125	0	stim-thr	10	42338	n/a	n/a	0.18	1.2197	n/a	n/a
44.5107421875	0	stim-thr	10	45579	n/a	n/a	0.2	1.2353	n/a	n/a
48.1455078125	0	stim-thr	10	49301	n/a	n/a	0.22	1.7189	n/a	n/a
51.1943359375	0	stim-thr	10	52423	n/a	n/a	0.24	1.611	n/a	n/a
53.8974609375	0	stim-thr	10	55191	n/a	n/a	0.26	1.1534	n/a	n/a
56.2666015625	0	stim-thr	10	57617	n/a	n/a	0.28	0.36584	n/a	n/a
59.5234375	0	stim-thr	10	60952	n/a	n/a	0.3	0.47986	n/a	n/a
63.9716796875	0	stim-thr	10	65507	n/a	n/a	0.32	1.773	n/a	n/a
65.421875	0	stim-thr	10	66992	n/a	n/a	0.34	0.057348	n/a	n/a
69.4931640625	0	stim-thr	10	71161	n/a	n/a	0.36	0.9798	n/a	n/a
71.994140625	0	stim-thr	10	73722	n/a	n/a	0.38	0.33585	n/a	n/a
76.7568359375	0	stim-thr	10	78599	n/a	n/a	0.4	1.9574	n/a	n/a
79.3837890625	0	stim-thr	10	81289	n/a	n/a	0.42	1.4254	n/a	n/a
82.09375	0	stim-thr	10	84064	n/a	n/a	0.44	1.0009	n/a	n/a
85.1669921875	0	stim-thr	10	87211	n/a	n/a	0.46	0.94218	n/a	n/a
87.4775390625	0	stim-thr	10	89577	n/a	n/a	0.48	0.11924	n/a	n/a
91.873046875	0	stim-thr	10	94078	n/a	n/a	0.5	1.3639	n/a	n/a
93.7265625	0	stim-thr	10	95976	n/a	n/a	0.52	0.084862	n/a	n/a
96.9345703125	0	stim-thr	10	99261	n/a	n/a	0.54	0.14289	n/a	n/a
100.984375	0	stim-thr	10	103408	n/a	n/a	0.56	1.0433	n/a	n/a
103.28515625	0	stim-thr	10	105764	n/a	n/a	0.58	0.19346	n/a	n/a
107.86328125	0	stim-thr	10	110452	n/a	n/a	0.6	1.6363	n/a	n/a
110.9931640625	0	stim-thr	10	113657	n/a	n/a	0.62	1.6351	n/a	n/a
113.9365234375	0	stim-thr	10	116671	n/a	n/a	0.64	1.4449	n/a	n/a
115.9248046875	0	stim-thr	10	118707	n/a	n/a	0.66	0.29973	n/a	n/a
120.0966796875	0	stim-thr	10	122979	n/a	n/a	0.68	1.3192	n/a	n/a
122.9619140625	0	stim-thr	10	125913	n/a	n/a	0.7	1.0372	n/a	n/a
127.0126953125	0	stim-thr	10	130061	n/a	n/a	0.72	1.9459	n/a	n/a
129.5146484375	0	stim-thr	10	132623	n/a	n/a	0.74	1.298	n/a	n/a
132.9833984375	0	stim-thr	10	136175	n/a	n/a	0.76	1.6007	n/a	n/a
135.4326171875	0	stim-thr	10	138683	n/a	n/a	0.78	0.9076	n/a	n/a
138.5244140625	0	stim-thr	10	141849	n/a	n/a	0.8	0.86478	n/a	n/a
142.4677734375	0	stim-thr	10	145887	n/a	n/a	n/a	n/a	n/a	n/a
